códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000000423,31/3/14,C0058,B01KBH547A,2.0,483.74
V000000424,1/4/14,C0059,B015YCRYZM,21.0,10103.31
V000000425,2/4/14,C0060,B01EYT1URO,3.0,941.0699999999999
V000000426,2/4/14,C0061,B018IZ0SWI,1.0,387.18
V000000427,2/4/14,C0062,B01KBH547A,2.0,483.74
V000000428,3/4/14,C0063,B00K15Q2B0,2.0,1035.92
V000000429,3/4/14,C0064,B00NQGP42Y,1.0,567.86
V000000430,4/4/14,C0065,B018IZ0SWI,23.0,8905.14
V000000431,4/4/14,C0066,B018IZ0SWI,1.0,387.18
V000000432,4/4/14,C0067,B01EYT1URO,1.0,313.69
V000000433,5/4/14,C0068,B018IZ0SWI,1.0,387.18
V000000434,5/4/14,C0069,B00F3J4B5S,1.0,412.28
V000000435,5/4/14,C0070,B01EYT1URO,2.0,627.38
V000000436,5/4/14,C0002,B01EYT1URO,3.0,941.0699999999999
V000000437,6/4/14,C0012,B00F3J4B5S,2.0,824.56
V000000438,6/4/14,C0011,B00F3J4B5S,1.0,412.28
V000000439,7/4/14,C0003,B00NQGP42Y,15.0,8517.9
V000000440,7/4/14,C0019,B018IZ0SWI,3.0,1161.54
V000000441,7/4/14,C0004,B01KBH547A,2.0,483.74
V000000442,7/4/14,C0024,B018IZ0SWI,3.0,1161.54
V000000443,8/4/14,C0007,B00K15Q2B0,2.0,1035.92
V000000444,8/4/14,C0005,B01KBH547A,1.0,241.87
V000000445,8/4/14,C0006,B01DZJFWNC,3.0,715.86
V000000446,8/4/14,C0009,B016381QZA,3.0,1445.82
V000000447,8/4/14,C0001,B00K15Q2B0,3.0,1553.88
V000000448,9/4/14,C0008,B016B7INC2,1.0,243.78
V000000449,9/4/14,C0010,B01KBH547A,1.0,241.87
V000000450,9/4/14,C0013,B00K15Q2B0,3.0,1553.88
V000000451,9/4/14,C0014,B018IZ0SWI,14.0,5420.52
V000000452,9/4/14,C0016,B00K15Q2B0,3.0,1553.88
V000000453,10/4/14,C0017,B01EYT1URO,2.0,627.38
V000000454,10/4/14,C0015,B01KBH547A,2.0,483.74
V000000455,10/4/14,C0018,B01LQV1YHO,3.0,1164.42
V000000456,10/4/14,C0020,B00K15Q2B0,1.0,517.96
V000000457,10/4/14,C0023,B01EYT1URO,2.0,627.38
V000000458,10/4/14,C0025,B01KBH547A,2.0,483.74
V000000459,11/4/14,C0026,B016B7INC2,2.0,487.56
V000000460,11/4/14,C0027,B00K15Q2B0,4.0,2071.84
V000000461,12/4/14,C0028,B00NQGP42Y,4.0,2271.44
V000000462,12/4/14,C0029,B01KBH547A,5.0,1209.35
V000000463,12/4/14,C0030,B01KBH547A,3.0,725.61
V000000464,12/4/14,C0022,B018IZ0SWI,1.0,387.18
V000000465,13/4/14,C0021,B016B7INC2,1.0,243.78
V000000466,13/4/14,C0031,B00NQGP42Y,19.0,10789.34
V000000467,13/4/14,C0032,B00F3J4B5S,3.0,1236.84
V000000468,13/4/14,C0033,B00K15Q2B0,2.0,1035.92
V000000469,13/4/14,C0034,B01DZJFWNC,16.0,3817.92
V000000470,13/4/14,C0035,B016381QZA,1.0,481.94
V000000471,14/4/14,C0036,B01EYT1URO,2.0,627.38
V000000472,14/4/14,C0037,B018IZ0SWI,1.0,387.18
V000000473,14/4/14,C0038,B00J0O5J4Y,2.0,804.48
V000000474,14/4/14,C0039,B00NQGP42Y,2.0,1135.72
V000000475,15/4/14,C0040,B018IZ0SWI,3.0,1161.54
V000000476,15/4/14,C0041,B018IZ0SWI,3.0,1161.54
V000000477,15/4/14,C0042,B01LQV1YHO,1.0,388.14
V000000478,15/4/14,C0043,B00NQGP42Y,3.0,1703.58
V000000479,15/4/14,C0044,B01EYT1URO,1.0,313.69
V000000480,15/4/14,C0045,B00K15Q2B0,3.0,1553.88
V000000481,16/4/14,C0046,B01LQV1YHO,1.0,388.14
V000000482,16/4/14,C0047,B00F3J4B5S,2.0,824.56
V000000483,16/4/14,C0048,B016381QZA,3.0,1445.82
V000000484,16/4/14,C0049,B00NQGP42Y,3.0,1703.58
V000000485,16/4/14,C0050,B018IZ0SWI,2.0,774.36
V000000486,16/4/14,C0051,B00K15Q2B0,1.0,517.96
V000000487,17/4/14,C0052,B00F3J4B5S,1.0,412.28
V000000488,18/4/14,C0053,B01LQV1YHO,2.0,776.28
V000000489,18/4/14,C0054,B00NQGP42Y,3.0,1703.58
V000000490,18/4/14,C0055,B00F3J4B5S,21.0,8657.88
V000000491,18/4/14,C0056,B018IZ0SWI,2.0,774.36
V000000492,18/4/14,C0057,B00F3J4B5S,2.0,824.56
V000000493,19/4/14,C0058,B00K15Q2B0,2.0,1035.92
V000000494,19/4/14,C0059,B01LQV1YHO,3.0,1164.42
V000000495,19/4/14,C0060,B018IZ0SWI,15.0,5807.7
V000000496,19/4/14,C0061,B00F3J4B5S,3.0,1236.84
V000000497,19/4/14,C0062,B01LQV1YHO,3.0,1164.42
V000000498,19/4/14,C0063,B018IZ0SWI,2.0,774.36
V000000499,19/4/14,C0064,B016B7INC2,2.0,487.56
V000000500,19/4/14,C0065,B01DZJFWNC,1.0,238.62
V000000501,20/4/14,C0066,B01KBH547A,1.0,241.87
V000000502,20/4/14,C0067,B01LQV1YHO,1.0,388.14
V000000503,20/4/14,C0068,B016B7INC2,4.0,975.12
V000000504,20/4/14,C0069,B00J0O5J4Y,6.0,2413.44
V000000505,20/4/14,C0070,B015YCRYZM,2.0,962.22
V000000506,20/4/14,C0002,B01KBH547A,2.0,483.74
V000000507,20/4/14,C0012,B00NQGP42Y,3.0,1703.58
V000000508,20/4/14,C0011,B016381QZA,2.0,963.88
V000000509,20/4/14,C0003,B01LQV1YHO,3.0,1164.42
V000000510,20/4/14,C0019,B01KBH547A,2.0,483.74
V000000511,20/4/14,C0004,B00F3J4B5S,3.0,1236.84
V000000512,21/4/14,C0024,B01EYT1URO,2.0,627.38
V000000513,21/4/14,C0007,B00K15Q2B0,14.0,7251.4400000000005
V000000514,22/4/14,C0005,B015YCRYZM,2.0,962.22
V000000515,22/4/14,C0006,B00F3J4B5S,3.0,1236.84
V000000516,22/4/14,C0009,B01DZJFWNC,2.0,477.24
V000000517,22/4/14,C0001,B016B7INC2,2.0,487.56
V000000518,22/4/14,C0008,B00F3J4B5S,3.0,1236.84
V000000519,23/4/14,C0010,B018IZ0SWI,1.0,387.18
V000000520,23/4/14,C0013,B00K15Q2B0,1.0,517.96
V000000521,23/4/14,C0014,B00J0O5J4Y,1.0,402.24
V000000522,23/4/14,C0016,B018IZ0SWI,3.0,1161.54
V000000523,23/4/14,C0017,B00F3J4B5S,14.0,5771.92
V000000524,23/4/14,C0015,B00F3J4B5S,2.0,824.56
V000000525,23/4/14,C0018,B018IZ0SWI,3.0,1161.54
V000000526,24/4/14,C0020,B01KBH547A,2.0,483.74
V000000527,24/4/14,C0023,B01DZJFWNC,1.0,238.62
V000000528,24/4/14,C0025,B00K15Q2B0,1.0,517.96
V000000529,25/4/14,C0026,B00NQGP42Y,1.0,567.86
V000000530,25/4/14,C0027,B00NQGP42Y,1.0,567.86
V000000531,25/4/14,C0028,B01EYT1URO,3.0,941.0699999999999
V000000532,25/4/14,C0029,B00K15Q2B0,3.0,1553.88
V000000533,26/4/14,C0030,B00NQGP42Y,2.0,1135.72
V000000534,26/4/14,C0022,B01LQV1YHO,19.0,7374.66
V000000535,26/4/14,C0021,B01DZJFWNC,3.0,715.86
V000000536,26/4/14,C0031,B01DZJFWNC,2.0,477.24
V000000537,26/4/14,C0032,B01KBH547A,3.0,725.61
V000000538,26/4/14,C0033,B01DZJFWNC,1.0,238.62
V000000539,26/4/14,C0034,B018IZ0SWI,4.0,1548.72
V000000540,27/4/14,C0035,B01KBH547A,1.0,241.87
V000000541,27/4/14,C0036,B01EYT1URO,1.0,313.69
V000000542,27/4/14,C0037,B018IZ0SWI,19.0,7356.42
V000000543,27/4/14,C0038,B00NQGP42Y,2.0,1135.72
V000000544,27/4/14,C0039,B00NQGP42Y,3.0,1703.58
V000000545,27/4/14,C0040,B00F3J4B5S,1.0,412.28
V000000546,28/4/14,C0041,B01KBH547A,3.0,725.61
V000000547,28/4/14,C0042,B01KBH547A,3.0,725.61
V000000548,28/4/14,C0043,B01KBH547A,2.0,483.74
V000000549,28/4/14,C0044,B015YCRYZM,3.0,1443.33
V000000550,28/4/14,C0045,B00NQGP42Y,1.0,567.86
V000000551,28/4/14,C0046,B01DZJFWNC,1.0,238.62
V000000552,28/4/14,C0047,B018IZ0SWI,1.0,387.18
V000000553,29/4/14,C0048,B00K15Q2B0,2.0,1035.92
V000000554,29/4/14,C0049,B01KBH547A,2.0,483.74
V000000555,29/4/14,C0050,B018IZ0SWI,1.0,387.18
V000000556,29/4/14,C0051,B01DZJFWNC,4.0,954.48
V000000557,29/4/14,C0052,B01EYT1URO,2.0,627.38
V000000558,30/4/14,C0053,B01EYT1URO,1.0,313.69
V000000559,30/4/14,C0054,B018IZ0SWI,2.0,774.36
V000000560,30/4/14,C0055,B00K15Q2B0,3.0,1553.88
V000000561,30/4/14,C0056,B01DZJFWNC,3.0,715.86
V000000562,30/4/14,C0057,B01EYT1URO,3.0,941.0699999999999
V000000563,30/4/14,C0058,B01EYT1URO,14.0,4391.66
V000000564,30/4/14,C0059,B016381QZA,3.0,1445.82
V000000565,30/4/14,C0060,B00K15Q2B0,1.0,517.96
V000000566,30/4/14,C0061,B00K15Q2B0,2.0,1035.92
V000000567,30/4/14,C0062,B01DZJFWNC,3.0,715.86
V000000568,1/5/14,C0063,B018IZ0SWI,2.0,774.36
V000000569,1/5/14,C0064,B00K15Q2B0,3.0,1553.88
V000000570,1/5/14,C0065,B00NQGP42Y,3.0,1703.58
V000000571,1/5/14,C0066,B01DZJFWNC,3.0,715.86
V000000572,1/5/14,C0067,B01KBH547A,2.0,483.74
V000000573,1/5/14,C0068,B01LQV1YHO,11.0,4269.54
V000000574,1/5/14,C0069,B00J0O5J4Y,3.0,1206.72
V000000575,2/5/14,C0070,B018IZ0SWI,1.0,387.18
V000000576,2/5/14,C0002,B018IZ0SWI,1.0,387.18
V000000577,2/5/14,C0012,B018IZ0SWI,3.0,1161.54
V000000578,2/5/14,C0011,B018IZ0SWI,12.0,4646.16
V000000579,3/5/14,C0003,B016381QZA,2.0,963.88
V000000580,3/5/14,C0019,B00K15Q2B0,2.0,1035.92
V000000581,3/5/14,C0004,B01LQV1YHO,3.0,1164.42
V000000582,3/5/14,C0024,B01KBH547A,1.0,241.87
V000000583,3/5/14,C0007,B00F3J4B5S,2.0,824.56
V000000584,3/5/14,C0005,B00F3J4B5S,1.0,412.28
V000000585,4/5/14,C0000,B00F3J4B5S,2.0,824.56
V000000586,4/5/14,C0001,B018IZ0SWI,3.0,1161.54
V000000587,4/5/14,C0002,B018IZ0SWI,2.0,774.36
V000000588,4/5/14,C0003,B018IZ0SWI,2.0,774.36
V000000589,4/5/14,C0004,B01LQV1YHO,1.0,388.14
V000000590,4/5/14,C0005,B00NQGP42Y,14.0,7950.04
V000000591,6/5/14,C0006,B018IZ0SWI,4.0,1548.72
V000000592,6/5/14,C0007,B018IZ0SWI,2.0,774.36
V000000593,6/5/14,C0008,B00K15Q2B0,2.0,1035.92
V000000594,6/5/14,C0009,B00F3J4B5S,3.0,1236.84
V000000595,6/5/14,C0010,B01KBH547A,3.0,725.61
V000000596,6/5/14,C0011,B01KBH547A,1.0,241.87
V000000597,6/5/14,C0012,B018IZ0SWI,1.0,387.18
V000000598,7/5/14,C0013,B018IZ0SWI,2.0,774.36
V000000599,7/5/14,C0014,B018IZ0SWI,1.0,387.18
V000000600,7/5/14,C0015,B018IZ0SWI,21.0,8130.78
V000000601,7/5/14,C0016,B00K15Q2B0,1.0,517.96
V000000602,7/5/14,C0017,B00F3J4B5S,2.0,824.56
V000000603,7/5/14,C0018,B01EYT1URO,1.0,313.69
V000000604,7/5/14,C0019,B00F3J4B5S,3.0,1236.84
V000000605,8/5/14,C0020,B01KBH547A,2.0,483.74
V000000606,8/5/14,C0021,B018IZ0SWI,2.0,774.36
V000000607,8/5/14,C0022,B01EYT1URO,2.0,627.38
V000000608,8/5/14,C0023,B00NQGP42Y,2.0,1135.72
V000000609,9/5/14,C0024,B01KBH547A,3.0,725.61
V000000610,9/5/14,C0025,B01KBH547A,2.0,483.74
V000000611,9/5/14,C0026,B00F3J4B5S,17.0,7008.759999999999
V000000612,9/5/14,C0027,B01KBH547A,16.0,3869.92
V000000613,9/5/14,C0028,B01LQV1YHO,2.0,776.28
V000000614,9/5/14,C0029,B018IZ0SWI,1.0,387.18
V000000615,9/5/14,C0030,B018IZ0SWI,3.0,1161.54
V000000616,9/5/14,C0031,B00K15Q2B0,1.0,517.96
V000000617,10/5/14,C0032,B01KBH547A,2.0,483.74
V000000618,10/5/14,C0033,B00J0O5J4Y,2.0,804.48
V000000619,10/5/14,C0034,B00NQGP42Y,2.0,1135.72
V000000620,10/5/14,C0035,B00NQGP42Y,3.0,1703.58
V000000621,10/5/14,C0036,B01KBH547A,4.0,967.48
V000000622,10/5/14,C0037,B018IZ0SWI,3.0,1161.54
V000000623,10/5/14,C0038,B00NQGP42Y,3.0,1703.58
V000000624,10/5/14,C0039,B016381QZA,1.0,481.94
V000000625,10/5/14,C0040,B00K15Q2B0,3.0,1553.88
V000000626,10/5/14,C0041,B01DZJFWNC,2.0,477.24
V000000627,11/5/14,C0042,B018IZ0SWI,2.0,774.36
V000000628,11/5/14,C0043,B016381QZA,1.0,481.94
V000000629,12/5/14,C0044,B015YCRYZM,1.0,481.11
V000000630,12/5/14,C0045,B018IZ0SWI,1.0,387.18
V000000631,12/5/14,C0046,B01KBH547A,2.0,483.74
V000000632,12/5/14,C0047,B018IZ0SWI,2.0,774.36
V000000633,12/5/14,C0048,B016381QZA,1.0,481.94
V000000634,12/5/14,C0049,B01KBH547A,2.0,483.74
V000000635,12/5/14,C0050,B01KBH547A,1.0,241.87
V000000636,12/5/14,C0051,B00F3J4B5S,3.0,1236.84
V000000637,12/5/14,C0052,B018IZ0SWI,2.0,774.36
V000000638,13/5/14,C0053,B018IZ0SWI,2.0,774.36
V000000639,14/5/14,C0054,B016381QZA,1.0,481.94
V000000640,14/5/14,C0055,B00F3J4B5S,3.0,1236.84
V000000641,14/5/14,C0056,B00K15Q2B0,3.0,1553.88
V000000642,14/5/14,C0057,B00K15Q2B0,1.0,517.96
V000000643,14/5/14,C0058,B01EYT1URO,2.0,627.38
V000000644,14/5/14,C0059,B00NQGP42Y,3.0,1703.58
V000000645,14/5/14,C0060,B018IZ0SWI,2.0,774.36
V000000646,14/5/14,C0061,B00NQGP42Y,3.0,1703.58
V000000647,15/5/14,C0062,B00F3J4B5S,1.0,412.28
V000000648,15/5/14,C0063,B00J0O5J4Y,1.0,402.24
V000000649,15/5/14,C0064,B01LQV1YHO,3.0,1164.42
V000000650,15/5/14,C0065,B018IZ0SWI,2.0,774.36
V000000651,15/5/14,C0066,B00F3J4B5S,24.0,9894.72
V000000652,15/5/14,C0067,B00K15Q2B0,2.0,1035.92
V000000653,16/5/14,C0068,B00J0O5J4Y,2.0,804.48
V000000654,16/5/14,C0069,B00K15Q2B0,3.0,1553.88
V000000655,16/5/14,C0070,B01LQV1YHO,3.0,1164.42
V000000656,16/5/14,C0002,B01LQV1YHO,3.0,1164.42
V000000657,16/5/14,C0012,B016B7INC2,1.0,243.78
V000000658,16/5/14,C0011,B01KBH547A,1.0,241.87
V000000659,16/5/14,C0003,B01EYT1URO,1.0,313.69
V000000660,17/5/14,C0019,B018IZ0SWI,3.0,1161.54
V000000661,18/5/14,C0004,B01KBH547A,2.0,483.74
V000000662,18/5/14,C0024,B01LQV1YHO,4.0,1552.56
V000000663,18/5/14,C0007,B00F3J4B5S,2.0,824.56
V000000664,18/5/14,C0005,B01EYT1URO,3.0,941.0699999999999
V000000665,18/5/14,C0006,B00F3J4B5S,1.0,412.28
V000000666,18/5/14,C0009,B01KBH547A,2.0,483.74
V000000667,18/5/14,C0001,B01KBH547A,2.0,483.74
V000000668,18/5/14,C0008,B016381QZA,1.0,481.94
V000000669,18/5/14,C0010,B018IZ0SWI,1.0,387.18
V000000670,18/5/14,C0013,B00K15Q2B0,4.0,2071.84
V000000671,19/5/14,C0014,B00NQGP42Y,2.0,1135.72
V000000672,19/5/14,C0016,B00K15Q2B0,1.0,517.96
V000000673,19/5/14,C0017,B01KBH547A,2.0,483.74
V000000674,19/5/14,C0015,B00F3J4B5S,2.0,824.56
V000000675,19/5/14,C0018,B01DZJFWNC,1.0,238.62
V000000676,20/5/14,C0020,B00J0O5J4Y,1.0,402.24
V000000677,20/5/14,C0023,B018IZ0SWI,2.0,774.36
V000000678,20/5/14,C0025,B01KBH547A,2.0,483.74
V000000679,20/5/14,C0026,B01KBH547A,2.0,483.74
V000000680,20/5/14,C0027,B016381QZA,2.0,963.88
V000000681,21/5/14,C0028,B018IZ0SWI,3.0,1161.54
V000000682,21/5/14,C0029,B01KBH547A,1.0,241.87
V000000683,21/5/14,C0030,B018IZ0SWI,2.0,774.36
V000000684,21/5/14,C0022,B018IZ0SWI,3.0,1161.54
V000000685,21/5/14,C0021,B00K15Q2B0,3.0,1553.88
V000000686,21/5/14,C0031,B01KBH547A,1.0,241.87
V000000687,21/5/14,C0032,B01DZJFWNC,2.0,477.24
V000000688,21/5/14,C0033,B016381QZA,17.0,8192.98
V000000689,21/5/14,C0034,B00F3J4B5S,1.0,412.28
V000000690,21/5/14,C0035,B00F3J4B5S,2.0,824.56
V000000691,21/5/14,C0036,B00NQGP42Y,3.0,1703.58
V000000692,21/5/14,C0037,B016381QZA,2.0,963.88
V000000693,22/5/14,C0038,B018IZ0SWI,2.0,774.36
V000000694,22/5/14,C0039,B01KBH547A,3.0,725.61
V000000695,22/5/14,C0040,B00NQGP42Y,1.0,567.86
V000000696,22/5/14,C0041,B01KBH547A,2.0,483.74
V000000697,22/5/14,C0042,B00F3J4B5S,2.0,824.56
V000000698,22/5/14,C0043,B00NQGP42Y,3.0,1703.58
V000000699,22/5/14,C0044,B01DZJFWNC,13.0,3102.06
V000000700,22/5/14,C0045,B01DZJFWNC,2.0,477.24
V000000701,23/5/14,C0046,B01KBH547A,3.0,725.61
V000000702,23/5/14,C0047,B015YCRYZM,19.0,9141.09
V000000703,23/5/14,C0048,B00NQGP42Y,2.0,1135.72
V000000704,24/5/14,C0049,B00K15Q2B0,2.0,1035.92
V000000705,24/5/14,C0050,B00F3J4B5S,1.0,412.28
V000000706,24/5/14,C0051,B01DZJFWNC,1.0,238.62
V000000707,25/5/14,C0052,B01LQV1YHO,1.0,388.14
V000000708,25/5/14,C0053,B018IZ0SWI,2.0,774.36
V000000709,25/5/14,C0054,B01EYT1URO,3.0,941.0699999999999
V000000710,26/5/14,C0055,B018IZ0SWI,2.0,774.36
V000000711,26/5/14,C0056,B00K15Q2B0,2.0,1035.92
V000000712,26/5/14,C0057,B016381QZA,2.0,963.88
V000000713,26/5/14,C0058,B00K15Q2B0,2.0,1035.92
V000000714,26/5/14,C0059,B00K15Q2B0,5.0,2589.8
V000000715,26/5/14,C0060,B01EYT1URO,2.0,627.38
V000000716,26/5/14,C0061,B00K15Q2B0,1.0,517.96
V000000717,26/5/14,C0062,B01EYT1URO,3.0,941.0699999999999
V000000718,27/5/14,C0063,B00NQGP42Y,3.0,1703.58
V000000719,27/5/14,C0064,B01KBH547A,3.0,725.61
V000000720,27/5/14,C0065,B018IZ0SWI,1.0,387.18
V000000721,27/5/14,C0066,B01KBH547A,1.0,241.87
V000000722,28/5/14,C0067,B016B7INC2,1.0,243.78
V000000723,28/5/14,C0068,B00F3J4B5S,1.0,412.28
V000000724,28/5/14,C0069,B00NQGP42Y,2.0,1135.72
V000000725,28/5/14,C0070,B01DZJFWNC,1.0,238.62
V000000726,28/5/14,C0002,B01KBH547A,11.0,2660.57
V000000727,29/5/14,C0012,B01DZJFWNC,2.0,477.24
V000000728,29/5/14,C0011,B018IZ0SWI,1.0,387.18
V000000729,29/5/14,C0003,B016381QZA,3.0,1445.82
V000000730,29/5/14,C0019,B01KBH547A,1.0,241.87
V000000731,29/5/14,C0004,B01EYT1URO,2.0,627.38
V000000732,30/5/14,C0024,B015YCRYZM,2.0,962.22
V000000733,30/5/14,C0007,B016B7INC2,2.0,487.56
V000000734,30/5/14,C0005,B018IZ0SWI,3.0,1161.54
V000000735,30/5/14,C0006,B018IZ0SWI,1.0,387.18
V000000736,30/5/14,C0009,B018IZ0SWI,3.0,1161.54
V000000737,30/5/14,C0001,B01KBH547A,1.0,241.87
V000000738,31/5/14,C0008,B01KBH547A,3.0,725.61
V000000739,31/5/14,C0010,B01EYT1URO,13.0,4077.97
V000000740,31/5/14,C0013,B00NQGP42Y,3.0,1703.58
V000000741,31/5/14,C0014,B00K15Q2B0,19.0,9841.240000000002
V000000742,1/6/14,C0016,B01EYT1URO,7.0,2195.83
V000000743,1/6/14,C0017,B00F3J4B5S,2.0,824.56
V000000744,1/6/14,C0015,B018IZ0SWI,2.0,774.36
V000000745,2/6/14,C0018,B01EYT1URO,25.0,7842.25
V000000746,2/6/14,C0020,B015YCRYZM,3.0,1443.33
V000000747,2/6/14,C0023,B016B7INC2,3.0,731.34
V000000748,3/6/14,C0025,B018IZ0SWI,1.0,387.18
V000000749,3/6/14,C0026,B01KBH547A,1.0,241.87
V000000750,3/6/14,C0027,B01EYT1URO,14.0,4391.66
V000000751,3/6/14,C0028,B00NQGP42Y,3.0,1703.58
V000000752,3/6/14,C0029,B01KBH547A,1.0,241.87
V000000753,3/6/14,C0030,B01LQV1YHO,3.0,1164.42
V000000754,3/6/14,C0022,B01KBH547A,3.0,725.61
V000000755,3/6/14,C0021,B00F3J4B5S,3.0,1236.84
V000000756,4/6/14,C0031,B01EYT1URO,3.0,941.0699999999999
V000000757,4/6/14,C0032,B00K15Q2B0,20.0,10359.2
V000000758,4/6/14,C0033,B016381QZA,1.0,481.94
V000000759,4/6/14,C0034,B01EYT1URO,2.0,627.38
V000000760,5/6/14,C0035,B015YCRYZM,2.0,962.22
V000000761,5/6/14,C0036,B015YCRYZM,2.0,962.22
V000000762,5/6/14,C0037,B015YCRYZM,1.0,481.11
V000000763,5/6/14,C0038,B01KBH547A,2.0,483.74
V000000764,5/6/14,C0039,B016B7INC2,3.0,731.34
V000000765,6/6/14,C0040,B015YCRYZM,2.0,962.22
V000000766,7/6/14,C0041,B00K15Q2B0,1.0,517.96
V000000767,7/6/14,C0042,B00NQGP42Y,2.0,1135.72
V000000768,7/6/14,C0043,B00F3J4B5S,3.0,1236.84
V000000769,7/6/14,C0044,B01EYT1URO,2.0,627.38
V000000770,7/6/14,C0045,B00NQGP42Y,3.0,1703.58
V000000771,7/6/14,C0046,B01EYT1URO,4.0,1254.76
V000000772,7/6/14,C0047,B01LQV1YHO,3.0,1164.42
V000000773,7/6/14,C0048,B00F3J4B5S,2.0,824.56
V000000774,7/6/14,C0049,B018IZ0SWI,1.0,387.18
V000000775,7/6/14,C0050,B00K15Q2B0,3.0,1553.88
V000000776,7/6/14,C0051,B01KBH547A,3.0,725.61
V000000777,7/6/14,C0052,B00NQGP42Y,16.0,9085.76
V000000778,8/6/14,C0053,B018IZ0SWI,2.0,774.36
V000000779,8/6/14,C0054,B00F3J4B5S,9.0,3710.5199999999995
V000000780,8/6/14,C0055,B018IZ0SWI,20.0,7743.6
V000000781,8/6/14,C0056,B00NQGP42Y,2.0,1135.72
V000000782,9/6/14,C0057,B00J0O5J4Y,3.0,1206.72
V000000783,9/6/14,C0058,B00K15Q2B0,3.0,1553.88
V000000784,9/6/14,C0059,B01LQV1YHO,3.0,1164.42
V000000785,9/6/14,C0060,B01DZJFWNC,11.0,2624.82
V000000786,10/6/14,C0061,B01KBH547A,3.0,725.61
V000000787,11/6/14,C0062,B01DZJFWNC,1.0,238.62
V000000788,11/6/14,C0063,B00F3J4B5S,1.0,412.28
V000000789,11/6/14,C0064,B01KBH547A,3.0,725.61
V000000790,11/6/14,C0065,B00NQGP42Y,3.0,1703.58
V000000791,11/6/14,C0066,B01KBH547A,2.0,483.74
V000000792,12/6/14,C0067,B018IZ0SWI,2.0,774.36
V000000793,12/6/14,C0068,B018IZ0SWI,2.0,774.36
V000000794,12/6/14,C0069,B00F3J4B5S,2.0,824.56
V000000795,13/6/14,C0070,B00K15Q2B0,2.0,1035.92
V000000796,13/6/14,C0002,B016381QZA,7.0,3373.58
V000000797,13/6/14,C0012,B016B7INC2,14.0,3412.92
V000000798,13/6/14,C0011,B016381QZA,1.0,481.94
V000000799,13/6/14,C0003,B018IZ0SWI,3.0,1161.54
V000000800,13/6/14,C0019,B01DZJFWNC,1.0,238.62
V000000801,13/6/14,C0004,B01KBH547A,4.0,967.48
V000000802,13/6/14,C0024,B01EYT1URO,2.0,627.38
V000000803,13/6/14,C0007,B016381QZA,2.0,963.88
V000000804,13/6/14,C0005,B01KBH547A,3.0,725.61
V000000805,13/6/14,C0006,B01LQV1YHO,2.0,776.28
V000000806,14/6/14,C0009,B018IZ0SWI,3.0,1161.54
V000000807,14/6/14,C0001,B00K15Q2B0,2.0,1035.92
V000000808,14/6/14,C0008,B016B7INC2,3.0,731.34
V000000809,15/6/14,C0010,B018IZ0SWI,3.0,1161.54
V000000810,16/6/14,C0013,B01DZJFWNC,1.0,238.62
V000000811,16/6/14,C0014,B00NQGP42Y,4.0,2271.44
V000000812,16/6/14,C0016,B01EYT1URO,1.0,313.69
V000000813,17/6/14,C0017,B01LQV1YHO,4.0,1552.56
V000000814,17/6/14,C0015,B016381QZA,2.0,963.88
V000000815,17/6/14,C0018,B00F3J4B5S,3.0,1236.84
V000000816,17/6/14,C0020,B018IZ0SWI,4.0,1548.72
V000000817,17/6/14,C0023,B018IZ0SWI,1.0,387.18
V000000818,18/6/14,C0025,B01KBH547A,2.0,483.74
V000000819,18/6/14,C0026,B01KBH547A,1.0,241.87
V000000820,18/6/14,C0027,B015YCRYZM,1.0,481.11
V000000821,20/6/14,C0028,B00K15Q2B0,2.0,1035.92
V000000822,21/6/14,C0029,B01EYT1URO,3.0,941.0699999999999
V000000823,21/6/14,C0030,B016381QZA,3.0,1445.82
V000000824,21/6/14,C0022,B016B7INC2,2.0,487.56
V000000825,22/6/14,C0021,B00NQGP42Y,2.0,1135.72
V000000826,22/6/14,C0031,B01KBH547A,2.0,483.74
V000000827,22/6/14,C0032,B00NQGP42Y,3.0,1703.58
V000000828,22/6/14,C0033,B01KBH547A,1.0,241.87
V000000829,22/6/14,C0034,B00J0O5J4Y,3.0,1206.72
V000000830,22/6/14,C0035,B01LQV1YHO,3.0,1164.42
V000000831,22/6/14,C0036,B016381QZA,1.0,481.94
V000000832,23/6/14,C0037,B01EYT1URO,23.0,7214.87
V000000833,23/6/14,C0038,B016B7INC2,1.0,243.78
V000000834,23/6/14,C0039,B018IZ0SWI,3.0,1161.54
V000000835,23/6/14,C0040,B01DZJFWNC,2.0,477.24
V000000836,24/6/14,C0041,B00F3J4B5S,3.0,1236.84
V000000837,24/6/14,C0042,B01LQV1YHO,2.0,776.28
V000000838,24/6/14,C0043,B01EYT1URO,12.0,3764.2799999999997
V000000839,25/6/14,C0044,B016B7INC2,4.0,975.12
V000000840,25/6/14,C0045,B01KBH547A,2.0,483.74
V000000841,25/6/14,C0046,B01EYT1URO,3.0,941.0699999999999
V000000842,25/6/14,C0047,B00NQGP42Y,2.0,1135.72
V000000843,25/6/14,C0048,B01KBH547A,3.0,725.61
V000000844,25/6/14,C0049,B00F3J4B5S,2.0,824.56
V000000845,26/6/14,C0050,B01KBH547A,2.0,483.74
V000000846,26/6/14,C0051,B018IZ0SWI,22.0,8517.960000000001
