código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000081422,2025-10-16,C0033,B01KBH547A,4,967.48
V000081423,2025-10-16,C0012,B018IZ0SWI,2,774.36
V000081424,2025-10-16,C0034,B016381QZA,5,2409.7
V000081425,2025-10-16,C0045,B016B7INC2,4,975.12
V000081426,2025-10-16,C0003,B01KBH547A,3,725.61
V000081427,2025-10-16,C0061,B016B7INC2,1,243.78
V000081428,2025-10-16,C0008,B016381QZA,7,3373.58
V000081429,2025-10-17,C0019,B00NQGP42Y,6,3407.16
V000081430,2025-10-17,C0037,B018IZ0SWI,3,1161.54
V000081431,2025-10-17,C0036,B018IZ0SWI,2,774.36
V000081432,2025-10-17,C0055,B00NQGP42Y,1,567.86
V000081433,2025-10-18,C0068,B00K15Q2B0,7,3625.7200000000003
V000081434,2025-10-18,C0067,B00F3J4B5S,3,1236.84
V000081435,2025-10-18,C0010,B015YCRYZM,5,2405.55
V000081436,2025-10-18,C0031,B01KBH547A,3,725.61
V000081437,2025-10-18,C0056,B00K15Q2B0,1,517.96
V000081438,2025-10-18,C0009,B00K15Q2B0,2,1035.92
V000081439,2025-10-18,C0070,B01LQV1YHO,2,776.28
V000081440,2025-10-18,C0007,B00K15Q2B0,1,517.96
V000081441,2025-10-18,C0035,B00K15Q2B0,2,1035.92
V000081442,2025-10-19,C0065,B018IZ0SWI,11,4258.9800000000005
V000081443,2025-10-19,C0046,B018IZ0SWI,1,387.18
V000081444,2025-10-19,C0061,B01EYT1URO,6,1882.1399999999999
V000081445,2025-10-19,C0031,B018IZ0SWI,2,774.36
V000081446,2025-10-19,C0048,B00K15Q2B0,2,1035.92
V000081447,2025-10-19,C0051,B01DZJFWNC,2,477.24
V000081448,2025-10-19,C0041,B00F3J4B5S,1,412.28
V000081449,2025-10-20,C0004,B01EYT1URO,6,1882.1399999999999
V000081450,2025-10-20,C0063,B00F3J4B5S,1,412.28
V000081451,2025-10-20,C0007,B016381QZA,1,481.94
V000081452,2025-10-20,C0011,B018IZ0SWI,6,2323.08
V000081453,2025-10-20,C0035,B01KBH547A,5,1209.35
V000081454,2025-10-20,C0003,B01EYT1URO,5,1568.45
V000081455,2025-10-20,C0043,B01DZJFWNC,4,954.48
V000081456,2025-10-20,C0053,B018IZ0SWI,5,1935.9
V000081457,2025-10-21,C0046,B01KBH547A,2,483.74
V000081458,2025-10-21,C0038,B016B7INC2,1,243.78
V000081459,2025-10-21,C0066,B00K15Q2B0,3,1553.88
V000081460,2025-10-21,C0030,B01DZJFWNC,1,238.62
V000081461,2025-10-21,C0010,B01KBH547A,1,241.87
V000081462,2025-10-22,C0036,B016381QZA,4,1927.76
V000081463,2025-10-22,C0012,B016381QZA,1,481.94
V000081464,2025-10-22,C0038,B00K15Q2B0,1,517.96
V000081465,2025-10-22,C0032,B01KBH547A,2,483.74
V000081466,2025-10-22,C0049,B00NQGP42Y,3,1703.58
V000081467,2025-10-22,C0004,B016381QZA,2,963.88
V000081468,2025-10-22,C0069,B01LQV1YHO,1,388.14
V000081469,2025-10-22,C0022,B00F3J4B5S,2,824.56
V000081470,2025-10-22,C0027,B01EYT1URO,3,941.0699999999999
V000081471,2025-10-22,C0021,B018IZ0SWI,1,387.18
V000081472,2025-10-22,C0046,B016381QZA,3,1445.82
V000081473,2025-10-22,C0014,B016B7INC2,2,487.56
V000081474,2025-10-22,C0026,B01EYT1URO,3,941.0699999999999
V000081475,2025-10-23,C0068,B018IZ0SWI,6,2323.08
V000081476,2025-10-23,C0026,B018IZ0SWI,1,387.18
V000081477,2025-10-23,C0027,B00NQGP42Y,3,1703.58
V000081478,2025-10-23,C0006,B00F3J4B5S,1,412.28
V000081479,2025-10-23,C0056,B00NQGP42Y,1,567.86
V000081480,2025-10-24,C0038,B00F3J4B5S,4,1649.12
V000081481,2025-10-24,C0055,B01LQV1YHO,1,388.14
V000081482,2025-10-24,C0008,B01EYT1URO,3,941.0699999999999
V000081483,2025-10-24,C0020,B01EYT1URO,1,313.69
V000081484,2025-10-25,C0026,B00K15Q2B0,1,517.96
V000081485,2025-10-25,C0022,B01DZJFWNC,1,238.62
V000081486,2025-10-25,C0055,B018IZ0SWI,4,1548.72
V000081487,2025-10-25,C0049,B00J0O5J4Y,4,1608.96
V000081488,2025-10-25,C0016,B00F3J4B5S,3,1236.84
V000081489,2025-10-25,C0012,B00NQGP42Y,5,2839.3
V000081490,2025-10-25,C0029,B00F3J4B5S,5,2061.3999999999996
V000081491,2025-10-26,C0023,B018IZ0SWI,2,774.36
V000081492,2025-10-26,C0064,B00K15Q2B0,4,2071.84
V000081493,2025-10-26,C0003,B00F3J4B5S,6,2473.68
V000081494,2025-10-26,C0016,B01KBH547A,4,967.48
V000081495,2025-10-26,C0002,B00J0O5J4Y,2,804.48
V000081496,2025-10-26,C0032,B00K15Q2B0,7,3625.7200000000003
V000081497,2025-10-26,C0036,B00F3J4B5S,8,3298.24
V000081498,2025-10-26,C0059,B018IZ0SWI,2,774.36
V000081499,2025-10-26,C0011,B01LQV1YHO,4,1552.56
V000081500,2025-10-26,C0054,B01KBH547A,1,241.87
V000081501,2025-10-26,C0021,B00K15Q2B0,2,1035.92
V000081502,2025-10-27,C0024,B00F3J4B5S,6,2473.68
V000081503,2025-10-27,C0037,B00F3J4B5S,5,2061.3999999999996
V000081504,2025-10-27,C0068,B016381QZA,1,481.94
V000081505,2025-10-27,C0010,B018IZ0SWI,4,1548.72
V000081506,2025-10-27,C0015,B018IZ0SWI,1,387.18
V000081507,2025-10-27,C0040,B01LQV1YHO,1,388.14
V000081508,2025-10-28,C0053,B01EYT1URO,1,313.69
V000081509,2025-10-28,C0040,B018IZ0SWI,6,2323.08
V000081510,2025-10-28,C0002,B00NQGP42Y,1,567.86
V000081511,2025-10-28,C0017,B00K15Q2B0,3,1553.88
V000081512,2025-11-01,C0031,B018IZ0SWI,16,6194.88
V000081513,2025-11-01,C0049,B01DZJFWNC,2,477.24
V000081514,2025-11-01,C0062,B01DZJFWNC,7,1670.3400000000001
V000081515,2025-11-01,C0070,B00J0O5J4Y,7,2815.6800000000003
V000081516,2025-11-01,C0027,B015YCRYZM,8,3848.88
V000081517,2025-11-01,C0012,B00NQGP42Y,3,1703.58
V000081518,2025-11-01,C0058,B018IZ0SWI,11,4258.9800000000005
V000081519,2025-11-01,C0017,B00K15Q2B0,12,6215.52
V000081520,2025-11-01,C0040,B01EYT1URO,5,1568.45
V000081521,2025-11-01,C0014,B00F3J4B5S,7,2885.96
V000081522,2025-11-01,C0022,B00F3J4B5S,7,2885.96
V000081523,2025-11-01,C0042,B01DZJFWNC,4,954.48
V000081524,2025-11-01,C0063,B015YCRYZM,13,6254.43
V000081525,2025-11-01,C0064,B016381QZA,8,3855.52
V000081526,2025-11-01,C0060,B016381QZA,9,4337.46
V000081527,2025-11-01,C0040,B016B7INC2,5,1218.9
V000081528,2025-11-01,C0026,B016B7INC2,5,1218.9
V000081529,2025-11-01,C0047,B018IZ0SWI,24,9292.32
V000081530,2025-11-01,C0015,B015YCRYZM,4,1924.44
V000081531,2025-11-01,C0045,B01DZJFWNC,7,1670.3400000000001
V000081532,2025-11-01,C0058,B01DZJFWNC,7,1670.3400000000001
V000081533,2025-11-01,C0046,B01LQV1YHO,19,7374.66
V000081534,2025-11-01,C0024,B00F3J4B5S,13,5359.639999999999
V000081535,2025-11-01,C0007,B01KBH547A,25,6046.75
V000081536,2025-11-01,C0061,B00F3J4B5S,6,2473.68
V000081537,2025-11-01,C0039,B018IZ0SWI,28,10841.04
V000081538,2025-11-01,C0003,B00K15Q2B0,27,13984.920000000002
V000081539,2025-11-01,C0016,B016B7INC2,3,731.34
V000081540,2025-11-02,C0006,B018IZ0SWI,11,4258.9800000000005
V000081541,2025-11-02,C0046,B018IZ0SWI,13,5033.34
V000081542,2025-11-02,C0025,B00J0O5J4Y,9,3620.16
V000081543,2025-11-02,C0035,B01KBH547A,16,3869.92
V000081544,2025-11-02,C0025,B016381QZA,7,3373.58
V000081545,2025-11-02,C0018,B01DZJFWNC,8,1908.96
V000081546,2025-11-02,C0056,B01DZJFWNC,12,2863.44
V000081547,2025-11-02,C0068,B01DZJFWNC,8,1908.96
V000081548,2025-11-02,C0063,B01EYT1URO,16,5019.04
V000081549,2025-11-02,C0045,B016381QZA,7,3373.58
V000081550,2025-11-02,C0030,B00F3J4B5S,14,5771.92
V000081551,2025-11-02,C0016,B00K15Q2B0,15,7769.400000000001
V000081552,2025-11-02,C0047,B016B7INC2,3,731.34
V000081553,2025-11-02,C0027,B00K15Q2B0,8,4143.68
V000081554,2025-11-02,C0057,B00K15Q2B0,13,6733.4800000000005
V000081555,2025-11-02,C0003,B015YCRYZM,5,2405.55
V000081556,2025-11-02,C0041,B01EYT1URO,4,1254.76
V000081557,2025-11-02,C0018,B00NQGP42Y,3,1703.58
V000081558,2025-11-02,C0002,B00NQGP42Y,5,2839.3
V000081559,2025-11-02,C0057,B01KBH547A,8,1934.96
V000081560,2025-11-02,C0058,B00F3J4B5S,12,4947.36
V000081561,2025-11-02,C0057,B00NQGP42Y,8,4542.88
V000081562,2025-11-02,C0066,B01LQV1YHO,3,1164.42
V000081563,2025-11-03,C0035,B00J0O5J4Y,9,3620.16
V000081564,2025-11-03,C0030,B018IZ0SWI,22,8517.960000000001
V000081565,2025-11-03,C0023,B01KBH547A,14,3386.1800000000003
V000081566,2025-11-03,C0043,B016381QZA,5,2409.7
V000081567,2025-11-03,C0008,B00K15Q2B0,2,1035.92
V000081568,2025-11-03,C0021,B00K15Q2B0,9,4661.64
V000081569,2025-11-03,C0030,B01LQV1YHO,6,2328.84
V000081570,2025-11-03,C0037,B01KBH547A,5,1209.35
V000081571,2025-11-03,C0035,B00K15Q2B0,10,5179.6
V000081572,2025-11-03,C0014,B01LQV1YHO,18,6986.5199999999995
V000081573,2025-11-03,C0032,B015YCRYZM,5,2405.55
V000081574,2025-11-03,C0069,B00NQGP42Y,14,7950.04
V000081575,2025-11-03,C0052,B01LQV1YHO,1,388.14
V000081576,2025-11-03,C0056,B00F3J4B5S,8,3298.24
V000081577,2025-11-03,C0013,B018IZ0SWI,15,5807.7
V000081578,2025-11-03,C0039,B01EYT1URO,10,3136.9
V000081579,2025-11-03,C0017,B00J0O5J4Y,1,402.24
V000081580,2025-11-03,C0002,B015YCRYZM,2,962.22
V000081581,2025-11-03,C0001,B01KBH547A,17,4111.79
V000081582,2025-11-03,C0025,B01DZJFWNC,2,477.24
V000081583,2025-11-03,C0032,B01LQV1YHO,10,3881.3999999999996
V000081584,2025-11-03,C0029,B016B7INC2,9,2194.02
V000081585,2025-11-03,C0032,B01DZJFWNC,7,1670.3400000000001
V000081586,2025-11-04,C0024,B018IZ0SWI,14,5420.52
V000081587,2025-11-04,C0011,B018IZ0SWI,12,4646.16
V000081588,2025-11-04,C0058,B015YCRYZM,1,481.11
V000081589,2025-11-04,C0001,B018IZ0SWI,7,2710.26
V000081590,2025-11-04,C0061,B01KBH547A,14,3386.1800000000003
V000081591,2025-11-04,C0056,B018IZ0SWI,13,5033.34
V000081592,2025-11-04,C0042,B00NQGP42Y,7,3975.02
V000081593,2025-11-04,C0010,B015YCRYZM,8,3848.88
V000081594,2025-11-04,C0027,B016B7INC2,1,243.78
V000081595,2025-11-04,C0031,B00K15Q2B0,13,6733.4800000000005
V000081596,2025-11-04,C0016,B00J0O5J4Y,4,1608.96
V000081597,2025-11-04,C0022,B01LQV1YHO,10,3881.3999999999996
V000081598,2025-11-04,C0059,B015YCRYZM,1,481.11
V000081599,2025-11-04,C0049,B00K15Q2B0,14,7251.4400000000005
V000081600,2025-11-04,C0053,B00F3J4B5S,5,2061.3999999999996
V000081601,2025-11-04,C0005,B01KBH547A,9,2176.83
V000081602,2025-11-04,C0040,B00J0O5J4Y,1,402.24
V000081603,2025-11-04,C0052,B016381QZA,7,3373.58
V000081604,2025-11-04,C0033,B015YCRYZM,5,2405.55
V000081605,2025-11-04,C0055,B00K15Q2B0,16,8287.36
V000081606,2025-11-04,C0043,B00F3J4B5S,1,412.28
V000081607,2025-11-04,C0002,B01KBH547A,28,6772.360000000001
V000081608,2025-11-04,C0042,B018IZ0SWI,17,6582.06
V000081609,2025-11-04,C0032,B00NQGP42Y,8,4542.88
V000081610,2025-11-04,C0028,B00NQGP42Y,5,2839.3
V000081611,2025-11-04,C0051,B01LQV1YHO,4,1552.56
V000081612,2025-11-04,C0045,B018IZ0SWI,4,1548.72
V000081613,2025-11-04,C0037,B018IZ0SWI,4,1548.72
V000081614,2025-11-04,C0058,B016B7INC2,3,731.34
V000081615,2025-11-04,C0050,B01EYT1URO,4,1254.76
V000081616,2025-11-05,C0010,B01EYT1URO,5,1568.45
V000081617,2025-11-05,C0001,B016381QZA,9,4337.46
V000081618,2025-11-05,C0018,B015YCRYZM,3,1443.33
V000081619,2025-11-05,C0010,B01DZJFWNC,10,2386.2
V000081620,2025-11-05,C0042,B00F3J4B5S,9,3710.5199999999995
V000081621,2025-11-05,C0033,B01EYT1URO,10,3136.9
V000081622,2025-11-05,C0042,B01EYT1URO,5,1568.45
V000081623,2025-11-05,C0038,B01EYT1URO,4,1254.76
V000081624,2025-11-05,C0020,B00F3J4B5S,7,2885.96
V000081625,2025-11-05,C0061,B018IZ0SWI,10,3871.8
V000081626,2025-11-05,C0036,B01DZJFWNC,2,477.24
V000081627,2025-11-05,C0055,B01KBH547A,19,4595.53
V000081628,2025-11-05,C0060,B00NQGP42Y,13,7382.18
V000081629,2025-11-05,C0067,B01EYT1URO,2,627.38
V000081630,2025-11-05,C0036,B00F3J4B5S,8,3298.24
V000081631,2025-11-05,C0061,B01DZJFWNC,7,1670.3400000000001
V000081632,2025-11-05,C0035,B00NQGP42Y,14,7950.04
V000081633,2025-11-05,C0005,B01LQV1YHO,3,1164.42
V000081634,2025-11-05,C0004,B00F3J4B5S,13,5359.639999999999
V000081635,2025-11-05,C0034,B01EYT1URO,10,3136.9
V000081636,2025-11-05,C0011,B00K15Q2B0,4,2071.84
V000081637,2025-11-05,C0025,B00F3J4B5S,9,3710.5199999999995
V000081638,2025-11-05,C0065,B018IZ0SWI,11,4258.9800000000005
V000081639,2025-11-05,C0043,B01EYT1URO,7,2195.83
V000081640,2025-11-05,C0027,B01KBH547A,9,2176.83
V000081641,2025-11-05,C0033,B01KBH547A,3,725.61
V000081642,2025-11-05,C0049,B00J0O5J4Y,8,3217.92
V000081643,2025-11-05,C0019,B016381QZA,3,1445.82
V000081644,2025-11-06,C0024,B00K15Q2B0,9,4661.64
V000081645,2025-11-06,C0030,B00J0O5J4Y,4,1608.96
V000081646,2025-11-06,C0064,B00F3J4B5S,10,4122.799999999999
V000081647,2025-11-06,C0043,B01KBH547A,9,2176.83
V000081648,2025-11-06,C0011,B01DZJFWNC,13,3102.06
V000081649,2025-11-06,C0005,B016381QZA,10,4819.4
V000081650,2025-11-06,C0009,B016381QZA,8,3855.52
V000081651,2025-11-06,C0036,B00NQGP42Y,10,5678.6
V000081652,2025-11-06,C0069,B00F3J4B5S,16,6596.48
V000081653,2025-11-06,C0069,B01DZJFWNC,9,2147.58
V000081654,2025-11-06,C0015,B00K15Q2B0,2,1035.92
V000081655,2025-11-06,C0047,B00NQGP42Y,1,567.86
V000081656,2025-11-06,C0029,B01LQV1YHO,12,4657.68
V000081657,2025-11-06,C0022,B015YCRYZM,3,1443.33
V000081658,2025-11-06,C0041,B00F3J4B5S,14,5771.92
V000081659,2025-11-06,C0012,B018IZ0SWI,28,10841.04
V000081660,2025-11-06,C0019,B00F3J4B5S,2,824.56
V000081661,2025-11-06,C0006,B01LQV1YHO,12,4657.68
V000081662,2025-11-06,C0062,B01EYT1URO,12,3764.2799999999997
V000081663,2025-11-06,C0029,B016381QZA,4,1927.76
V000081664,2025-11-06,C0010,B016381QZA,3,1445.82
V000081665,2025-11-06,C0069,B01LQV1YHO,1,388.14
V000081666,2025-11-06,C0018,B00K15Q2B0,7,3625.7200000000003
V000081667,2025-11-06,C0027,B01EYT1URO,4,1254.76
V000081668,2025-11-06,C0046,B015YCRYZM,3,1443.33
V000081669,2025-11-06,C0043,B00NQGP42Y,19,10789.34
V000081670,2025-11-07,C0070,B016381QZA,3,1445.82
V000081671,2025-11-07,C0048,B01KBH547A,5,1209.35
V000081672,2025-11-07,C0013,B00F3J4B5S,27,11131.56
V000081673,2025-11-07,C0002,B00K15Q2B0,22,11395.12
V000081674,2025-11-07,C0034,B00K15Q2B0,6,3107.76
V000081675,2025-11-07,C0057,B00F3J4B5S,10,4122.799999999999
V000081676,2025-11-07,C0001,B01LQV1YHO,3,1164.42
V000081677,2025-11-07,C0010,B01LQV1YHO,8,3105.12
V000081678,2025-11-07,C0021,B018IZ0SWI,7,2710.26
V000081679,2025-11-07,C0026,B00K15Q2B0,5,2589.8
V000081680,2025-11-07,C0008,B01KBH547A,11,2660.57
V000081681,2025-11-07,C0068,B01KBH547A,13,3144.31
V000081682,2025-11-07,C0065,B01KBH547A,6,1451.22
V000081683,2025-11-07,C0011,B01LQV1YHO,7,2716.98
V000081684,2025-11-07,C0046,B01DZJFWNC,9,2147.58
V000081685,2025-11-07,C0064,B01LQV1YHO,2,776.28
V000081686,2025-11-07,C0047,B00F3J4B5S,19,7833.32
V000081687,2025-11-07,C0052,B01DZJFWNC,2,477.24
V000081688,2025-11-07,C0019,B01LQV1YHO,3,1164.42
V000081689,2025-11-07,C0046,B00K15Q2B0,22,11395.12
V000081690,2025-11-07,C0006,B00K15Q2B0,10,5179.6
V000081691,2025-11-07,C0017,B01EYT1URO,3,941.0699999999999
V000081692,2025-11-07,C0065,B016B7INC2,1,243.78
V000081693,2025-11-07,C0037,B016B7INC2,9,2194.02
V000081694,2025-11-07,C0009,B01DZJFWNC,4,954.48
V000081695,2025-11-07,C0019,B015YCRYZM,1,481.11
V000081696,2025-11-07,C0065,B01LQV1YHO,7,2716.98
V000081697,2025-11-07,C0024,B01EYT1URO,1,313.69
V000081698,2025-11-07,C0036,B018IZ0SWI,13,5033.34
V000081699,2025-11-07,C0051,B00NQGP42Y,3,1703.58
V000081700,2025-11-07,C0065,B00NQGP42Y,14,7950.04
V000081701,2025-11-07,C0051,B01KBH547A,10,2418.7
V000081702,2025-11-07,C0010,B00NQGP42Y,12,6814.32
V000081703,2025-11-08,C0031,B00J0O5J4Y,1,402.24
V000081704,2025-11-08,C0012,B01LQV1YHO,2,776.28
V000081705,2025-11-08,C0006,B016381QZA,3,1445.82
V000081706,2025-11-08,C0052,B01EYT1URO,7,2195.83
V000081707,2025-11-08,C0029,B01KBH547A,11,2660.57
V000081708,2025-11-08,C0027,B016381QZA,11,5301.34
V000081709,2025-11-08,C0011,B01EYT1URO,12,3764.2799999999997
V000081710,2025-11-08,C0064,B018IZ0SWI,11,4258.9800000000005
V000081711,2025-11-08,C0033,B00J0O5J4Y,1,402.24
V000081712,2025-11-08,C0008,B00NQGP42Y,13,7382.18
V000081713,2025-11-08,C0064,B00NQGP42Y,13,7382.18
V000081714,2025-11-08,C0034,B01DZJFWNC,4,954.48
V000081715,2025-11-08,C0028,B00F3J4B5S,10,4122.799999999999
V000081716,2025-11-08,C0003,B01KBH547A,3,725.61
V000081717,2025-11-08,C0069,B00K15Q2B0,17,8805.32
V000081718,2025-11-08,C0016,B01LQV1YHO,5,1940.6999999999998
V000081719,2025-11-08,C0062,B018IZ0SWI,13,5033.34
V000081720,2025-11-08,C0037,B01DZJFWNC,2,477.24
V000081721,2025-11-08,C0056,B01KBH547A,9,2176.83
V000081722,2025-11-08,C0041,B015YCRYZM,6,2886.66
V000081723,2025-11-08,C0047,B015YCRYZM,3,1443.33
V000081724,2025-11-08,C0057,B016B7INC2,4,975.12
V000081725,2025-11-08,C0038,B00K15Q2B0,28,14502.880000000001
V000081726,2025-11-08,C0041,B00J0O5J4Y,4,1608.96
V000081727,2025-11-08,C0057,B018IZ0SWI,2,774.36
V000081728,2025-11-08,C0065,B01DZJFWNC,5,1193.1
V000081729,2025-11-08,C0039,B016B7INC2,5,1218.9
V000081730,2025-11-08,C0010,B00K15Q2B0,10,5179.6
V000081731,2025-11-09,C0067,B00NQGP42Y,10,5678.6
V000081732,2025-11-09,C0044,B00K15Q2B0,11,5697.56
V000081733,2025-11-09,C0025,B00K15Q2B0,3,1553.88
V000081734,2025-11-09,C0066,B01EYT1URO,2,627.38
V000081735,2025-11-09,C0016,B016381QZA,9,4337.46
V000081736,2025-11-09,C0023,B018IZ0SWI,15,5807.7
V000081737,2025-11-09,C0016,B01KBH547A,11,2660.57
V000081738,2025-11-09,C0065,B00F3J4B5S,5,2061.3999999999996
V000081739,2025-11-09,C0053,B016381QZA,1,481.94
V000081740,2025-11-09,C0053,B015YCRYZM,3,1443.33
V000081741,2025-11-09,C0042,B015YCRYZM,2,962.22
V000081742,2025-11-09,C0002,B00F3J4B5S,13,5359.639999999999
V000081743,2025-11-09,C0030,B01DZJFWNC,4,954.48
V000081744,2025-11-09,C0003,B00F3J4B5S,18,7421.039999999999
V000081745,2025-11-09,C0005,B00K15Q2B0,17,8805.32
V000081746,2025-11-09,C0036,B01LQV1YHO,4,1552.56
V000081747,2025-11-09,C0035,B01DZJFWNC,6,1431.72
V000081748,2025-11-09,C0035,B00F3J4B5S,12,4947.36
V000081749,2025-11-10,C0035,B016381QZA,5,2409.7
V000081750,2025-11-10,C0060,B00K15Q2B0,5,2589.8
V000081751,2025-11-10,C0002,B018IZ0SWI,26,10066.68
V000081752,2025-11-10,C0038,B00J0O5J4Y,2,804.48
V000081753,2025-11-10,C0022,B00NQGP42Y,3,1703.58
V000081754,2025-11-10,C0028,B00K15Q2B0,19,9841.240000000002
V000081755,2025-11-10,C0064,B015YCRYZM,4,1924.44
V000081756,2025-11-10,C0034,B00NQGP42Y,9,5110.74
V000081757,2025-11-10,C0033,B01DZJFWNC,7,1670.3400000000001
V000081758,2025-11-10,C0018,B00F3J4B5S,11,4535.08
V000081759,2025-11-10,C0066,B018IZ0SWI,16,6194.88
V000081760,2025-11-10,C0040,B01DZJFWNC,4,954.48
V000081761,2025-11-10,C0007,B016381QZA,7,3373.58
V000081762,2025-11-10,C0005,B018IZ0SWI,9,3484.62
V000081763,2025-11-10,C0029,B00F3J4B5S,13,5359.639999999999
V000081764,2025-11-10,C0053,B00NQGP42Y,17,9653.62
V000081765,2025-11-10,C0000,B00F3J4B5S,7,2885.96
V000081766,2025-11-10,C0018,B01LQV1YHO,8,3105.12
V000081767,2025-11-11,C0059,B01DZJFWNC,1,238.62
V000081768,2025-11-11,C0061,B016B7INC2,1,243.78
V000081769,2025-11-11,C0062,B01KBH547A,6,1451.22
V000081770,2025-11-11,C0060,B01KBH547A,28,6772.360000000001
V000081771,2025-11-11,C0068,B018IZ0SWI,12,4646.16
V000081772,2025-11-11,C0067,B01LQV1YHO,14,5433.96
V000081773,2025-11-11,C0059,B00K15Q2B0,25,12949.0
V000081774,2025-11-11,C0045,B01EYT1URO,1,313.69
V000081775,2025-11-11,C0034,B01KBH547A,13,3144.31
V000081776,2025-11-11,C0013,B01EYT1URO,4,1254.76
V000081777,2025-11-11,C0018,B01KBH547A,13,3144.31
V000081778,2025-11-11,C0003,B016B7INC2,3,731.34
V000081779,2025-11-11,C0017,B016B7INC2,5,1218.9
V000081780,2025-11-11,C0025,B01KBH547A,18,4353.66
V000081781,2025-11-11,C0017,B015YCRYZM,1,481.11
V000081782,2025-11-11,C0027,B018IZ0SWI,8,3097.44
V000081783,2025-11-11,C0024,B016381QZA,7,3373.58
V000081784,2025-11-11,C0020,B01DZJFWNC,13,3102.06
V000081785,2025-11-11,C0012,B00F3J4B5S,20,8245.599999999999
V000081786,2025-11-11,C0024,B01DZJFWNC,11,2624.82
V000081787,2025-11-11,C0038,B016381QZA,7,3373.58
V000081788,2025-11-11,C0014,B00J0O5J4Y,1,402.24
V000081789,2025-11-11,C0037,B016381QZA,2,963.88
V000081790,2025-11-12,C0013,B00K15Q2B0,27,13984.920000000002
V000081791,2025-11-12,C0023,B00NQGP42Y,4,2271.44
V000081792,2025-11-12,C0064,B01KBH547A,9,2176.83
V000081793,2025-11-12,C0070,B01EYT1URO,3,941.0699999999999
V000081794,2025-11-12,C0028,B01KBH547A,16,3869.92
V000081795,2025-11-12,C0042,B01LQV1YHO,14,5433.96
V000081796,2025-11-12,C0065,B00K15Q2B0,10,5179.6
V000081797,2025-11-12,C0038,B01DZJFWNC,8,1908.96
V000081798,2025-11-12,C0059,B00J0O5J4Y,8,3217.92
V000081799,2025-11-12,C0061,B01LQV1YHO,9,3493.2599999999998
V000081800,2025-11-12,C0007,B00K15Q2B0,7,3625.7200000000003
V000081801,2025-11-12,C0049,B00NQGP42Y,5,2839.3
V000081802,2025-11-12,C0021,B016B7INC2,1,243.78
V000081803,2025-11-12,C0027,B01LQV1YHO,3,1164.42
V000081804,2025-11-12,C0069,B00J0O5J4Y,6,2413.44
V000081805,2025-11-12,C0050,B00K15Q2B0,18,9323.28
V000081806,2025-11-12,C0019,B018IZ0SWI,27,10453.86
V000081807,2025-11-12,C0016,B00NQGP42Y,2,1135.72
V000081808,2025-11-12,C0034,B00F3J4B5S,8,3298.24
V000081809,2025-11-12,C0037,B01EYT1URO,6,1882.1399999999999
V000081810,2025-11-12,C0009,B01EYT1URO,8,2509.52
V000081811,2025-11-12,C0037,B01LQV1YHO,13,5045.82
V000081812,2025-11-12,C0054,B01DZJFWNC,7,1670.3400000000001
V000081813,2025-11-12,C0054,B00J0O5J4Y,1,402.24
V000081814,2025-11-12,C0013,B01LQV1YHO,10,3881.3999999999996
V000081815,2025-11-13,C0026,B00NQGP42Y,7,3975.02
V000081816,2025-11-13,C0026,B01DZJFWNC,10,2386.2
V000081817,2025-11-13,C0047,B01KBH547A,12,2902.44
V000081818,2025-11-13,C0041,B01KBH547A,13,3144.31
V000081819,2025-11-13,C0056,B016B7INC2,1,243.78
V000081820,2025-11-13,C0002,B016B7INC2,10,2437.8
V000081821,2025-11-13,C0035,B01EYT1URO,14,4391.66
V000081822,2025-11-13,C0027,B00F3J4B5S,28,11543.84
V000081823,2025-11-13,C0040,B018IZ0SWI,18,6969.24
V000081824,2025-11-13,C0032,B016381QZA,5,2409.7
V000081825,2025-11-13,C0050,B01DZJFWNC,3,715.86
V000081826,2025-11-13,C0050,B00F3J4B5S,8,3298.24
V000081827,2025-11-13,C0006,B015YCRYZM,4,1924.44
V000081828,2025-11-13,C0064,B01DZJFWNC,6,1431.72
V000081829,2025-11-13,C0009,B00F3J4B5S,4,1649.12
V000081830,2025-11-13,C0020,B00K15Q2B0,28,14502.880000000001
V000081831,2025-11-13,C0049,B016381QZA,7,3373.58
V000081832,2025-11-13,C0011,B00F3J4B5S,10,4122.799999999999
V000081833,2025-11-13,C0010,B018IZ0SWI,22,8517.960000000001
V000081834,2025-11-13,C0030,B015YCRYZM,2,962.22
V000081835,2025-11-13,C0009,B015YCRYZM,8,3848.88
V000081836,2025-11-13,C0052,B016B7INC2,1,243.78
V000081837,2025-11-13,C0067,B00J0O5J4Y,4,1608.96
V000081838,2025-11-13,C0030,B016381QZA,2,963.88
V000081839,2025-11-13,C0069,B01KBH547A,7,1693.0900000000001
V000081840,2025-11-13,C0021,B00J0O5J4Y,4,1608.96
V000081841,2025-11-14,C0005,B00J0O5J4Y,1,402.24
V000081842,2025-11-14,C0054,B016381QZA,4,1927.76
V000081843,2025-11-14,C0023,B00K15Q2B0,14,7251.4400000000005
V000081844,2025-11-14,C0040,B00NQGP42Y,8,4542.88
V000081845,2025-11-14,C0010,B00J0O5J4Y,6,2413.44
V000081846,2025-11-14,C0046,B01EYT1URO,1,313.69
V000081847,2025-11-14,C0060,B00F3J4B5S,23,9482.439999999999
